      Time    TNP064    XDF846    IWR395    FPT701    GUO758    PVL758    HQP689    VKY370    NPU381    AFW481    XGQ241    CIG308    ISO610    PKB567    SQC307    XZC901    PXF961    REY386    NIK876    HPQ298
    18.625     9.881     2.095     4.845    10.537     3.682     4.827    11.549   -11.031   -14.404    -9.941     4.408    -6.865     2.359    -8.424   -11.597     4.333    -1.927    11.787    -7.303    11.924
    18.750    14.392     3.484     6.158   -11.194     3.360    -3.858    -7.606     6.821   -11.013    -8.898     3.582    -6.621     6.135     5.098    11.103    -5.298     4.572    -8.058     8.857   -13.544
    18.875     8.366     4.183    -9.061    10.175     4.844     3.720     9.613    -7.448    19.895   -12.014   -10.306    -5.675     3.957     8.649    10.818    -3.653     1.950   -11.439     6.938   -19.258
    19.000     8.004     2.702    -9.449    10.608    -5.716     3.166     8.578    -7.597   -10.562     7.347    10.695     5.128     2.279     8.593    11.260    -3.410     2.402     7.697    10.738    18.856
    19.125     7.950     2.137     8.595    11.501    -3.542     2.819    -8.664    -6.770    12.829    13.525     3.862    -6.312    -3.749     9.701    10.483     4.504    -3.435     8.716     8.981    16.525
    19.250     5.911    -2.995     6.750   -11.236    -4.071    -3.486    11.883     7.702    18.940     7.739     5.891     5.752    -4.075    -4.629    11.888     3.430     4.976    11.413     8.298    12.733
    19.375   -11.636     3.483     4.546   -11.416     5.475     3.415     8.544     7.576    10.928   -13.234    -5.292    -7.034     5.146    -6.629    10.697     3.141    -2.281    11.277    -6.821    17.731
    19.500     9.201     5.447     7.557    10.802    -4.170     1.001     8.595    -8.349   -18.286    10.444    -9.110    -7.026    -4.211     6.351    10.435     3.398     1.087    11.235    11.272    14.439
    19.625     8.227    -3.487    -4.556    10.907     3.465     2.682    10.597     6.079   -10.830    12.394     3.106    10.975    -2.591     6.039    10.894     4.375    -3.976   -10.655    -9.561   -11.713
    19.750     7.553    -6.977     8.756    10.847     4.282    -1.820    -8.549    11.319    14.197   -12.557     2.289     5.932    -3.076     5.948    11.809     4.409     4.175    10.662    -6.856    15.175
    19.875     8.336    -6.564     7.316    10.030    -4.688     3.388     9.873   -11.026   -15.294    -9.116   -10.546   -13.138    -3.323     6.662    10.498    -5.042     4.472     8.706    10.559    14.844
    20.000    13.898     6.061    -9.424    10.379    -5.440     3.557     7.741     7.305    13.111    -8.961     5.656    -8.653     4.820    -8.709    10.383     3.720     4.435    -9.244     9.364    16.266
    20.125   -11.794     4.667     3.708    10.861    -5.722    -1.189    10.610     9.117   -14.669    10.506    10.244    -6.057     4.594     9.391    11.863     5.725     3.365    11.952     7.370    15.869
    20.250    -6.491    -4.001     6.562    10.638     3.656    -3.844    -7.730     7.913   -15.647   -10.765     5.555    -5.434     2.149    -3.903   -10.113     3.964     2.141     7.862     8.919    13.367
    20.375    10.867    -3.154     7.205    10.119    -4.091     2.941    11.900     9.263    13.377     8.334    11.406     6.373     6.016    -3.640    11.524     4.827     4.586   -11.354     9.947    18.970
    20.500   -11.067     3.926     7.274    10.620    -3.633     3.974     8.417    -7.004    18.569    12.442     9.487    11.714     4.993     8.165    11.826    -4.252    -3.393     8.347    -7.061    12.446
    20.625   -10.406     2.362     9.299   -11.156    -5.771     2.636    10.739     8.652   -14.615   -10.196    -8.124    12.902     3.639     8.971    10.960     5.266     2.367   -10.125    11.557    14.411
    20.750    14.410     4.807     5.943    11.986     5.409     2.722    -7.500     7.344   -17.725   -11.236   -10.473   -10.021     5.804     9.166   -11.908     5.706     4.735    -8.905     8.459   -19.228
    20.875    -5.648     3.500     8.682   -11.137    -3.171     2.150    -7.651     9.193    11.009   -10.850     8.589   -13.982     5.232     8.959    10.463     4.624     3.610    -8.261     8.560    17.457
    21.000     7.467     5.199    -8.315   -10.121    -4.040     1.080     7.709    10.149    10.185     9.044     8.386   -12.346     4.455     3.392    10.877     3.196     4.485    11.480     6.396    13.025
    21.125     8.268     2.052    -8.918    10.323    -3.579     4.683     9.339     6.163    18.477     7.000    -3.905     6.942     6.791     3.240    10.679     4.218     4.615     7.362    10.632    16.392
    21.250    13.759     5.915    -6.034   -10.339    -5.374     3.883    11.936     8.999    12.931   -12.128    -5.916    -7.473     5.030    -7.485   -10.251    -5.616     2.977    11.410    -9.265   -14.492
    21.375    13.250     5.314     4.750    11.147     4.192    -4.363    -8.306    -6.349    18.568    13.186     5.608     5.861     6.520    -8.158    11.879    -4.222     1.921     8.938    10.500    19.666
    21.500    12.689     5.131     9.766    11.204     3.562     1.790   -11.985     9.492    19.799    10.471     8.110    13.192     2.784     4.830    11.904     5.924    -3.134    -8.149     8.721   -11.286
    21.625     6.150     3.087     3.509    10.544     5.382     3.317     7.401    -8.078    16.604     8.935     1.701    11.204     6.560     4.179   -10.873     4.019     2.144   -10.094    11.288    17.337
    21.750   -13.171     5.647     5.576   -11.423     4.097     1.418    10.786     9.960   -14.934   -11.998    10.247    12.360    -2.777    -9.360    10.780     5.512    -1.266     9.589     7.099    11.237
    21.875    13.329     3.401     3.956    10.551    -4.257     3.347     9.666     8.797    12.699    11.077    10.418    -6.057    -6.392     4.333    11.288     5.809    -1.367     9.660     8.459    15.870
    22.000     9.723     6.820     8.790    10.510     3.976     1.497     7.766     8.876    11.191    -7.228     9.067   -10.742     3.402     7.622   -11.913    -3.939     3.782    11.846    -9.177   -18.958
    22.125   -14.549    -6.193    -5.409    10.063     4.190     4.665   -11.901     7.918    15.983   -10.176    -1.548    -8.093    -4.352     3.820   -10.145     5.920     2.350     9.146    11.165    18.340
    22.250   -11.140     6.594     6.580    11.221    -4.575     2.119    11.363    -8.306   -17.855     7.907    -9.514   -14.144     3.151     8.841    10.816     4.012     2.128     7.669     7.321   -17.268
    22.375    14.606     5.582     6.390    11.984    -4.452    -4.540     8.807    -8.655    15.297     9.697   -10.507    -9.333     3.230     6.245    10.963     3.207     1.367     8.131    -6.677    14.105
    22.500     5.854     3.399     3.592   -11.751     5.351    -4.530     9.297     9.206   -16.596    10.547     1.023     5.661     6.192     6.760    11.514    -4.859    -4.958   -11.425     9.797    19.361
    22.625    11.469     2.543     5.848    11.614    -4.938    -3.329     9.463    10.158    14.119    11.489    -8.987    11.947     6.219     3.122    10.683     4.450    -4.945    -9.694   -10.910   -11.155
    22.750     5.583     6.589     5.028   -11.226     3.918     2.911     9.104    10.132   -14.026    12.976   -10.752     6.186    -6.846     7.866    10.419     5.643    -1.874     7.374     7.588   -19.629
    22.875     9.395     2.386     7.710   -11.617     5.824     2.096   -11.589    -8.778   -17.227    10.953     5.710    -7.458     3.239     5.900    11.689    -3.897     1.479    -7.177    -7.764    15.589
    23.000    10.369     3.286    -4.993    11.681     3.063     1.913    -8.031    -8.755    10.030     7.125     8.693   -11.376    -5.374    -4.524   -10.366    -4.854     4.264    -7.537   -10.158    16.131
    23.125    13.715     3.392    -5.452   -10.832     5.352    -3.268    -7.950     9.506   -12.336   -13.367     5.613     6.985     4.408     7.480    10.499     5.109     2.354    11.520     7.550    11.742
    23.250    -7.863     4.673     8.874    11.579     4.069     4.272   -10.003   -11.960    11.618    10.184     5.067     7.527     6.072     9.949    11.038    -4.693     2.676     9.478    11.698    16.865
    23.375    -7.747     4.573    -8.128   -11.680    -4.441    -2.234    10.307     6.011    15.921    -7.033     5.914    13.942     4.046    -3.899   -10.926     3.136    -4.815    11.858     8.159    15.958
    23.500   -13.021     3.383    -4.322    10.599    -4.801     2.717    11.377    10.673    11.785     8.831     8.244    -6.136     6.514    -6.254   -10.129     4.274    -4.052    11.486    11.676    18.771
    23.625   -13.666     2.302     3.923    11.063     4.440    -2.239    10.030     6.024    11.968     7.327     1.038    13.990     2.587    -4.646   -10.310     4.774    -2.936     8.828    11.466    13.498
    23.750    -8.950    -6.738    -7.287   -10.357    -5.846    -2.864     9.585     7.643    17.447    11.539   -10.951     7.928     5.952     3.048    11.416    -4.109    -1.335    11.708    11.977   -12.761
    23.875    13.851     4.246     9.362    11.116     4.757    -3.893     7.645    -9.560    18.242    -9.944     2.800     7.802     2.794    -4.272    11.665     4.864    -2.187    -8.596     6.894    19.029
    24.000    -7.139    -6.646     3.590    10.386    -3.097     2.185    10.095    10.695    12.410     7.562    10.986   -11.454     4.446     4.982   -10.812     3.385    -4.457   -10.914     7.277    17.952
    24.125     9.897    -4.240    -8.047    11.768    -4.103     3.386   -11.804    10.427   -10.338    11.708     3.826     5.537    -3.477     7.062    10.228     5.500     3.836    11.801    -7.627    11.172
    24.250   -10.216    -2.027     8.656   -10.818    -3.505     4.691     7.333   -11.168    17.284     8.830    -9.051    11.680     2.454     5.045    11.159     4.250     1.523     8.325    -8.332    16.383
    24.375    12.648     5.282    -7.098    11.422     4.956    -2.646    10.015   -11.300   -18.857     7.565     4.563    13.240     4.006    -5.175   -11.490    -3.022    -2.987    11.740    -9.331    12.256
    24.500     5.963    -6.710     6.937    10.950    -5.481     4.097    11.164     6.886   -17.730    11.604     2.709    13.796     4.723    -3.303    10.824     3.973     1.612   -11.644     8.335    10.822
    24.625     6.930     3.110     5.268    11.821     5.194     1.817   -10.940    -6.655    11.817   -11.457    -1.845     9.949    -4.886    -3.243   -10.514     5.146    -1.507   -11.822     6.836   -15.090
    24.750     8.162    -5.187    -8.826    10.313    -3.706     3.583   -11.377    10.928    13.074   -10.703     6.856    -5.922     4.311     7.167    11.082     4.946     1.112     7.461     8.489   -10.529
    24.875    13.259     2.124    -3.207    10.244     5.545     4.280    -9.979     9.141   -10.015    -9.289    10.363    -5.763    -4.240    -7.015   -10.991    -5.064     3.486    10.231    10.638    16.763
    25.000     9.432     4.206    -3.588    10.076     4.389     1.357     7.571     8.014    12.144    12.095    -8.721     9.150    -3.197    -6.358    10.326    -5.813     4.645    10.227    -9.182   -12.770
    25.125    11.030     6.576     4.635    11.047     5.451    -1.161     7.270     6.001    13.430    -9.458     3.730     8.258    -5.625    -8.370    10.795     4.944     4.256     9.292     7.431   -12.824
    25.250    10.753     3.218     3.387    11.845    -4.791    -2.357     7.962     6.308    19.438     8.390    -3.773     6.150     5.650     7.243    10.605     5.415     3.853    10.898     9.598    16.058
    25.375     9.041     2.418    -3.969    11.028     4.461    -1.748    -7.197    10.919    16.049    -7.885    10.064   -12.953     2.607     7.110   -10.851     5.940     4.684    10.741   -11.430    14.548
    25.500    11.073     6.167     8.365   -10.233    -5.494     1.288    -9.968     8.023   -11.826    13.844     7.544    11.967     2.419     5.480    10.326    -5.413     2.620   -11.095     9.750    19.495
    25.625     7.389     2.853    -3.929   -11.301     4.149    -3.333     7.856     6.842    18.405   -10.969     1.028   -12.429     5.033     3.310    10.929     4.813     2.078    -9.879    -8.776    12.908
    25.750    11.189    -4.119     3.944   -10.321    -3.730    -4.596     7.839     7.352   -11.274    10.888     2.489     5.886     2.136     9.463    10.825     4.887    -3.797    10.156   -11.666    13.502
    25.875   -10.007    -6.806     9.070   -10.640    -3.704     1.038    11.424     6.973    14.533     9.455     9.514    -7.549     3.765     7.709    10.070     3.675     3.521   -11.405     9.443   -15.119
    26.000     8.135     5.156    -4.708   -10.182     5.358     1.103     7.857     7.749   -12.005    -7.713     8.162     9.617     2.376     8.895   -11.896     3.862     3.184     7.266    -7.508   -10.814
    26.125    -5.661     4.850     5.185    11.453     3.880     2.956     9.652     7.958    14.504     8.278     1.976     6.077     3.257     4.393   -10.769     3.909    -4.895     9.460     6.887    17.781
    26.250    12.282     4.585     4.943   -11.850     5.735    -1.317   -11.454     8.475   -18.572    11.003     3.590   -10.436     2.947     7.579   -10.209     3.342    -2.596    -9.217   -11.072   -16.881
    26.375    12.288     6.304     6.664    10.052     4.167     3.858    -9.000     7.672    11.151    10.590    11.556   -14.147    -3.545    -3.994    11.865     4.477     4.291     9.970     7.196   -11.925
    26.500    -5.598     6.983     9.003   -11.511     4.797     1.334     8.741     6.830   -15.798    10.195     9.175   -11.408     6.162     7.769    11.639     4.271     1.357     7.391    -7.230   -17.961
    26.625     5.954     3.489     6.125    11.926     5.663    -1.444    10.145    -7.888    13.010    11.015     6.869    10.280     6.031     8.523    11.462     5.012     3.000    -9.083     6.525   -18.677
    26.750    14.434     2.050     5.820    10.093    -4.522    -3.491     8.672     9.148   -18.812     9.672     7.295    12.274     3.315    -7.098    11.212     4.349     1.937    10.161     9.940    12.268
    26.875    14.508    -5.537     7.442    11.565    -5.219     2.288    11.394    11.905    11.081     7.462    -1.520     8.833     5.169    -4.923    10.843    -3.901     1.239    11.983     9.478    17.853
    27.000     6.279     6.563     8.200    10.768     5.296     1.136     9.691    -6.637    14.667   -11.830     6.128     6.350    -5.836     7.202    11.721     3.820    -2.232    -9.294     8.578   -12.367
    27.125    14.146     2.691    -4.508   -11.154    -5.694     3.272    -7.220    10.080    11.327    -8.067     1.080   -10.760     3.607    -8.384    11.005     5.577     4.577     8.982     9.469    10.551
    27.250     6.670    -4.273     7.183    10.967     3.870     4.832     8.131    -9.891   -13.829     8.641     5.708     7.314     3.391     3.823    11.449     5.496     1.197   -10.852    11.471    15.573
    27.375    12.275    -5.402     7.907    10.029     4.996     2.045     9.041    11.221    11.181    13.899    -8.737    -7.229     3.869    -3.016    10.891     5.888     4.522    -7.987    -6.169   -15.610
    27.500    -7.577     3.228     8.462    11.761     4.113     3.743     8.308     8.371   -16.700    12.702    -9.263    14.775    -6.287     4.703    11.863     5.698     4.461     7.563     7.095    13.474
    27.625     9.852     3.265    -9.018    10.010    -5.054     1.872    -9.224    -9.551    19.557   -12.951     6.200   -13.538    -3.429     4.777    10.975     3.643    -1.255   -11.870     9.299   -19.475
    27.750    -8.385     2.506    -4.758    11.138     5.099     1.189     7.811     8.567   -13.124    -8.079     7.572    14.910     3.713     4.217    11.416     5.338     3.811    -7.817    11.908    18.391
    27.875   -14.279     4.165     4.714    10.393     5.553    -4.381    -7.933    -8.595    12.054     9.083     3.619   -14.977     4.491     3.850    10.976     3.396     3.305   -11.342    11.371    17.767
    28.000   -13.185     5.247     7.122    11.166    -4.501     2.609    10.456    -9.622    13.117    12.709     2.698    14.810    -5.127     7.432    10.999     4.151     3.042    11.246    10.383    16.588
    28.125   -13.253    -4.696     4.858    11.125     3.886    -1.750     9.607     9.587    10.535     9.021    -2.263    14.365     2.699     8.293    10.361    -4.879     2.234     9.116   -10.606    12.267
    28.250    11.723    -5.853     7.580   -11.693     3.971    -3.075     9.520    10.875    17.631    12.494     4.538    11.317     6.668     5.451    11.174     5.180     2.466    11.814    10.138    17.068
    28.375   -10.601     3.893     3.752    11.268     3.970     4.189     7.484   -10.325   -12.151    -9.862    10.910   -11.257     5.109     4.823    11.174    -3.824     4.486    -8.259     8.937    16.743
    28.500     8.110     5.775     8.906   -11.218     4.782     3.448   -10.324     8.615   -12.294    -8.625     6.684    -8.276     4.468    -6.796   -11.631     5.627     3.994     7.734    -6.627   -19.927
    28.625    -7.871     5.843     3.695   -11.271     4.220     3.612    10.577     8.741    10.209   -12.403    -1.631     6.601    -5.346    -6.108    10.047     5.195     1.502    10.720     9.545   -18.779
    28.750     9.940     4.038     9.117    11.341    -4.212     1.726    10.343    -9.151   -15.167    -7.524    10.408    10.863     3.410     6.726   -10.455     4.694     1.224    10.839   -10.083    14.550
    28.875     9.446     3.916     8.804    10.148     4.153     3.482    10.928    11.764   -10.328     8.006     6.209     8.252    -5.123     5.913    10.661     5.928     3.279     8.955     8.992   -18.435
    29.000     8.676     6.186     5.553    11.879     3.789     2.653    10.857   -11.723    11.538     8.380     5.722    14.759    -6.126    -3.073    10.848     3.787     1.357    10.662    -8.733    18.594
    29.125     8.353     6.083     7.262   -11.810     3.101     2.487     8.268    10.307    17.375    -8.193    10.044    -7.654     6.293    -6.796    10.582     4.923     2.544    -7.527    -6.312   -14.903
    29.250     5.557     2.088     6.107    11.439     5.261    -2.771    -9.524    10.508    17.136    13.627    -2.728    -5.042    -3.390    -4.527   -11.485     3.788     3.943   -10.028     6.018    19.208
    29.375    12.333     3.621     6.410    10.382     4.715    -3.723     9.165     8.045    13.908     7.385    -7.191     8.596     4.784    -6.175    10.697     4.413     3.307    11.878   -11.669   -13.768
    29.500    -8.250    -4.609    -6.651    10.415     3.126     3.455     8.636   -11.554    19.675     8.172    11.761     8.959     6.476    -3.922   -11.517     4.358     4.320    11.007     7.650   -19.882
    29.625     9.841     2.481     4.243    11.977    -3.750     1.037     9.327   -10.970   -12.025   -10.993     4.167     6.575    -2.932     4.776    11.894    -5.358     3.424     8.561    -7.111    15.240
    29.750    10.830     2.715     8.940   -11.185     5.491    -1.478    -8.616     7.252    18.523   -10.254     5.027    13.173    -6.936     6.820    11.583     3.119     1.784    10.423     7.480    12.503
    29.875   -14.649    -4.173    -7.755    11.524    -3.410     3.109    -9.398     8.739    13.392     7.131    -1.670    -8.062     6.582     9.945    11.753     4.551     4.387    11.056    -7.044   -19.756
    30.000    13.777    -3.592     4.337    10.413     5.516     2.619   -10.064    10.782   -17.538     9.359    11.461    12.256     6.569     9.801   -10.770    -3.236     4.947    11.491    -6.924   -17.483
    30.125    -8.946     6.702    -3.871    10.618     5.765     2.254    10.427    -9.944    15.998    11.466     6.735   -14.063    -2.761    -8.843    10.838    -3.819    -1.091    11.420     6.055   -13.042
    30.250    12.829    -6.300     6.228    10.968    -3.830     4.409     7.963     7.355    19.114     7.286    -2.961     7.327    -4.263     5.381    11.019     3.844     2.951     7.233     8.014   -13.360
    30.375     6.842    -6.429    -4.737   -10.524     5.815    -1.933    -9.678     6.133    19.925    11.615     2.363   -14.895     3.885     5.351    10.009     4.160     2.595     8.445    11.915    18.949
    30.500     5.811     6.430    -5.170   -10.516    -5.616    -1.463     9.515    11.679    10.420     7.667     8.030     5.717     2.887    -6.484   -11.020     5.120     2.066    -8.206     9.923    19.094
    30.625     6.195     5.269     4.973   -10.273     4.594     1.145    -8.268     7.881   -15.519     9.938    -1.397    10.823    -4.800     7.146    11.833     3.276     2.512    -8.748     6.705   -14.956
    30.750    14.125     3.698     8.246    10.014    -5.241     1.931     8.923    -9.277    14.735     9.951     6.200    -8.152     2.347     9.906    10.884    -4.666     3.868    11.955     8.559    10.202
    30.875     6.001     3.466     4.738    11.971    -3.929     2.571    -9.053    -6.026    14.594    11.012    -1.423   -10.731     2.352     6.953   -10.449     3.247    -3.466     9.186    10.923   -12.244
    31.000    -8.538    -6.170    -9.174    10.946    -5.097     4.959   -11.977     8.120    19.922    13.058     1.238   -13.870    -6.391     6.554    11.379    -4.675     4.903     8.274     7.426    12.570
    31.125     5.491     2.823     5.002   -10.892     3.141     3.681    11.167     7.083   -11.712    13.222     1.829     7.721     5.415     4.958    11.701    -4.099    -1.725     8.036   -11.060    10.944
